image,timestamp_start_fixation,timestamp_end_fixation,x_position,y_position,angular_resolution_x_pixels_per_degree,angular_resolution_y_pixels_per_degree,window_width,window_level,xmin_shown_from_image,ymin_shown_from_image,xmax_shown_from_image,ymax_shown_from_image,xmin_in_screen_coordinates,ymin_in_screen_coordinates,xmax_in_screen_coordinates,ymax_in_screen_coordinates
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,83.144,83.754,1050,1737,23,23,1.45,0.59,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,83.782,83.921,820,1996,23,23,1.45,0.65,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,83.979,84.104,558,2371,23,23,1.46,0.58,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,84.136,84.313,551,2361,23,23,1.45,0.54,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,84.325,84.618,725,2386,23,23,1.44,0.49,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,84.687,84.854,415,2530,23,23,1.44,0.47,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,84.951,85.133,405,2741,23,23,1.44,0.47,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,85.202,85.467,1399,2928,23,23,1.44,0.47,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,85.606,85.731,1475,2754,23,23,1.44,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,85.899,86.148,2486,2649,23,23,1.43,0.56,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,86.234,86.441,2267,2600,23,23,1.43,0.54,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,86.454,86.775,2110,2659,23,23,1.43,0.49,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,86.789,86.903,2106,2636,23,23,1.43,0.46,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,86.956,87.2,2254,2792,23,23,1.42,0.52,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,87.388,87.64,2321,2813,23,23,1.42,0.61,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,87.67,88.292,2298,2825,23,23,1.43,0.5,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,88.445,88.557,2170,2526,23,23,1.42,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,88.892,89.085,1752,2353,23,23,1.41,0.61,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,89.113,89.225,1904,2166,23,23,1.41,0.63,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,89.238,89.352,1958,2152,23,23,1.41,0.63,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,89.434,89.615,2164,839,23,23,1.41,0.59,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,89.628,89.977,2125,888,23,23,1.4,0.52,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,90.018,90.339,1977,674,23,23,1.4,0.47,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,90.452,90.672,2238,336,23,23,1.4,0.38,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,90.785,90.922,2240,541,23,23,1.39,0.33,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,90.951,91.187,1921,501,23,23,1.39,0.32,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,91.37,91.536,515,725,23,23,1.39,0.37,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,91.551,91.661,494,724,23,23,1.39,0.44,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,91.9,92.134,1316,2112,23,23,1.39,0.48,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,92.217,92.495,1454,2481,23,23,1.39,0.5,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,92.579,92.79,1449,2800,23,23,1.39,0.54,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,92.818,93.234,1129,2583,23,23,1.4,0.48,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,93.386,93.568,457,2749,23,23,1.4,0.44,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,93.694,93.794,410,2615,23,23,1.39,0.49,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,93.805,93.948,628,2501,23,23,1.39,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,93.984,94.362,1363,3090,23,23,1.39,0.54,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,94.402,94.571,1202,2929,23,23,1.39,0.58,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,94.736,95.028,1834,2983,23,23,1.39,0.62,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,95.126,95.391,2092,2763,23,23,1.4,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,95.572,95.683,2136,1727,23,23,1.4,0.46,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,95.697,96.13,2124,1707,23,23,1.4,0.46,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,96.143,96.323,2150,1701,23,23,1.4,0.59,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,96.45,96.575,1997,1507,23,23,1.4,0.59,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,96.643,96.798,1934,1523,23,23,1.39,0.5,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,96.81,97.035,1986,1533,23,23,1.37,0.45,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,97.049,97.34,1989,1581,23,23,1.36,0.34,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,97.436,97.551,1599,1765,23,23,1.37,0.39,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,97.563,97.965,1587,1756,23,23,1.37,0.42,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,98.146,98.301,2064,804,23,23,1.37,0.56,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,98.314,98.578,2071,791,23,23,1.37,0.58,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,98.592,98.773,2184,772,23,23,1.37,0.54,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,98.787,98.899,2126,773,23,23,1.37,0.54,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,98.912,99.024,1868,812,23,23,1.37,0.53,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,99.038,99.191,1923,794,23,23,1.37,0.53,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,99.205,99.513,1960,799,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,99.527,99.735,2341,793,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,99.75,100.04,2393,798,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,100.068,100.263,2007,800,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,100.333,100.458,686,867,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,100.471,100.597,647,862,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,100.736,100.931,912,1550,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,100.947,101.057,902,1547,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,101.1,101.349,1145,1627,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,101.39,101.823,1599,1684,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,101.836,102.033,1576,1667,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,102.199,102.323,2164,2940,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,102.337,102.588,2139,2896,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,102.602,102.713,2070,3015,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,102.729,102.894,2073,2964,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,102.908,103.257,2057,2977,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,103.27,103.549,2032,2965,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,103.562,103.786,1985,2981,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,103.799,103.938,1993,2920,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,103.993,104.104,1599,2898,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,104.188,104.398,866,2795,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,104.427,104.551,909,2856,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,104.578,104.689,1014,2850,23,23,1.37,0.51,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,104.817,104.995,978,2881,23,23,1.34,0.52,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,105.051,105.207,985,2783,23,23,1.3,0.56,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,105.309,105.427,1174,2742,23,23,1.31,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,105.525,105.678,1889,2639,23,23,1.32,0.68,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,105.803,106.123,1957,2602,23,23,1.32,0.68,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,106.137,106.318,1953,2603,23,23,1.32,0.7,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,106.485,106.597,1068,2626,23,23,1.3,0.68,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,106.61,106.75,1025,2649,23,23,1.29,0.67,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,106.766,107.195,1031,2704,23,23,1.27,0.64,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,107.209,107.391,972,2618,23,23,1.24,0.61,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,107.405,107.808,978,2642,23,23,1.23,0.71,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,107.821,108.101,990,2684,23,23,1.23,0.74,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,108.114,108.378,1008,2713,23,23,1.23,0.74,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,108.406,108.754,1140,2809,23,23,1.23,0.75,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,108.768,109.062,1005,2766,23,23,1.21,0.68,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,109.075,109.311,998,2763,23,23,1.2,0.65,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,109.325,109.508,984,2721,23,23,1.2,0.63,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,109.562,109.786,1926,2667,23,23,1.19,0.69,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,109.8,109.993,1938,2672,23,23,1.19,0.74,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,110.007,110.369,2016,2657,23,23,1.19,0.76,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,110.386,110.786,2011,2667,23,23,1.19,0.81,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,110.856,111.149,951,2651,23,23,1.19,0.91,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,111.203,111.329,984,2668,23,23,1.19,0.97,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,111.343,111.583,1009,2671,23,23,1.19,0.98,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,111.595,111.957,1034,2703,23,23,1.17,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,111.97,112.249,1025,2716,23,23,1.06,0.91,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,112.262,112.457,1023,2751,23,23,1.04,0.84,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,112.472,112.693,1092,2706,23,23,0.97,0.77,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,112.777,113.334,1937,2645,23,23,0.94,0.68,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,113.347,113.515,1903,2682,23,23,1.01,0.78,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,113.531,113.934,1874,2664,23,23,1.03,0.86,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,113.948,114.309,1884,2710,23,23,1.03,0.99,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,114.336,114.448,1879,2691,23,23,1.03,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,114.463,114.907,1944,2648,23,23,1.02,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,114.949,115.171,1838,2245,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,115.213,115.436,1714,2018,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,115.492,115.756,848,1657,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,115.895,116.187,840,1388,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,116.396,116.536,1962,2649,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,116.606,116.814,1838,1524,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,116.913,117.495,1876,1862,23,23,0.96,1.0,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,117.523,117.788,1957,1598,23,23,0.98,0.74,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,117.871,118.402,768,1299,23,23,0.99,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,118.434,118.75,746,1481,23,23,1.04,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,119.138,119.276,632,1392,23,23,1.03,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,119.6,119.723,845,1439,23,23,1.03,0.57,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,119.867,120.654,585,1529,23,23,1.01,0.45,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,120.739,121.309,634,1198,23,23,1.03,0.71,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,121.379,121.547,735,1572,23,23,1.03,0.68,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,121.559,121.894,769,1605,23,23,1.03,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,122.077,122.312,773,1622,23,23,1.01,0.6,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,122.409,122.83,711,1646,23,23,0.99,0.58,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,122.871,123.066,787,1374,23,23,0.99,0.6,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,123.078,123.245,778,1383,23,23,0.99,0.61,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,123.259,123.469,673,1280,23,23,0.99,0.62,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,123.482,123.69,685,1272,23,23,0.99,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,124.038,124.14,1976,1389,23,23,0.97,0.6,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,124.443,124.553,2105,1463,23,23,0.99,0.55,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,124.57,124.753,2105,1447,23,23,0.99,0.5,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,124.943,125.096,706,1533,23,23,0.97,0.42,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,125.11,125.221,708,1532,23,23,0.97,0.42,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,125.235,125.388,652,1509,23,23,0.97,0.42,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,125.709,125.819,623,1379,23,23,0.97,0.4,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,126.098,126.348,603,1155,23,23,0.97,0.38,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,126.362,126.516,638,1182,23,23,0.97,0.38,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,126.543,126.794,597,1183,23,23,0.97,0.38,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,126.822,127.281,509,1112,23,23,0.97,0.38,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,127.309,127.476,608,1174,23,23,0.97,0.39,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,127.559,127.67,776,1365,23,23,0.97,0.4,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,127.712,127.838,804,2241,23,23,0.97,0.4,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,128.172,128.298,965,2890,23,23,0.97,0.34,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,128.31,128.45,970,2866,23,23,0.97,0.39,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,128.465,128.603,962,2804,23,23,0.97,0.45,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,128.618,129.05,1007,2780,23,23,0.97,0.49,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,129.063,129.299,1010,2773,23,23,0.96,0.57,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,129.313,129.801,1037,2816,23,23,0.96,0.59,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,129.953,130.108,1839,2786,23,23,0.96,0.59,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,130.121,130.287,1849,2787,23,23,0.96,0.6,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,130.303,130.608,1988,2782,23,23,0.96,0.62,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,130.621,130.886,1971,2781,23,23,0.96,0.64,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,130.97,131.401,2015,2751,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,131.415,131.582,2018,2720,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,131.6,131.75,2033,2726,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,131.82,131.972,1742,2796,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,132.112,132.334,1019,2743,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,132.349,132.529,1026,2797,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,132.556,132.737,1053,2813,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,132.752,133.033,1060,2815,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,133.043,133.185,1053,2813,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,133.21,133.35,1042,2806,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,133.364,133.503,1034,2757,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
f79f46d3-74a520f1-3039fa3d-eef50e3d-a5ad3e59,133.782,133.964,1922,2798,23,23,0.96,0.66,0,0,2498,3000,1021,0,2819,2160
